Wall time,Step,Value
1748519796.8803701,2048,-0.14670124650001526
1748519826.080493,4096,0.07540175318717957
1748519853.99982,6144,-0.13310624659061432
1748519881.0251665,8192,-0.7829134464263916
1748519908.9912095,10240,-0.5952526926994324
1748519937.2526376,12288,-0.37055703997612
1748519964.8969765,14336,-0.17841553688049316
1748519992.697301,16384,-0.12753047049045563
1748520021.1097128,18432,0.10996537655591965
1748520049.1002693,20480,0.3759702742099762
1748520076.558627,22528,0.20547929406166077
1748520104.6331239,24576,0.2748013734817505
1748520132.8938198,26624,0.10901874303817749
1748520160.7330563,28672,0.18237370252609253
1748520191.129043,30720,0.3082597553730011
1748520218.7883804,32768,0.46430155634880066
1748520246.5844038,34816,0.5024886727333069
1748520274.1522012,36864,0.5233014225959778
1748520301.960586,38912,0.5295776724815369
1748520328.7244182,40960,0.6615710854530334
1748520355.6585565,43008,0.8374705910682678
1748520384.4097395,45056,0.9484950304031372
1748520411.097181,47104,0.9041634202003479
1748520438.9309812,49152,0.9180490970611572
1748520466.8928514,51200,0.9693788290023804
1748520493.839369,53248,1.1312528848648071
1748520521.680105,55296,1.1230179071426392
1748520551.3079476,57344,1.0960272550582886
1748520579.5476904,59392,1.2201045751571655
1748520607.5908375,61440,1.3733681440353394
1748520635.129475,63488,1.58026123046875
1748520663.8634245,65536,1.6164495944976807
1748520692.2192745,67584,1.7988325357437134
1748520719.798398,69632,1.9077305793762207
1748520749.0610857,71680,2.013120174407959
1748520777.6887734,73728,2.259464979171753
1748520805.9293432,75776,2.5181641578674316
1748520833.8609996,77824,2.627021551132202
1748520860.973549,79872,2.7426257133483887
1748520889.5736918,81920,2.9520645141601562
1748520917.12488,83968,2.838283061981201
1748520945.0309496,86016,2.8108274936676025
1748520972.8591971,88064,2.719651937484741
1748521000.847111,90112,3.0008509159088135
1748521029.0178483,92160,3.4820175170898438
1748521056.6852267,94208,3.4621710777282715
1748521084.2616477,96256,3.7917628288269043
1748521111.8490596,98304,4.076846122741699
1748521139.523938,100352,4.246068954467773
1748521166.8530712,102400,4.296121120452881
1748521194.3092453,104448,4.395607948303223
1748521221.7239306,106496,4.410410404205322
1748521249.2139573,108544,4.366606712341309
1748521276.786302,110592,4.5636420249938965
1748521304.3455102,112640,4.586104869842529
1748521331.888426,114688,4.2735443115234375
1748521360.6912217,116736,4.241811275482178
1748521396.4173517,118784,4.184807300567627
1748521425.094058,120832,4.372163772583008
1748521452.6935706,122880,4.459696292877197
1748521479.7172608,124928,4.662222862243652
1748521508.7965372,126976,4.984569549560547
1748521536.5233798,129024,5.000024318695068
1748521563.7623262,131072,5.159851551055908
1748521590.7582824,133120,4.992347717285156
1748521617.9565883,135168,4.884627819061279
1748521644.886585,137216,5.01509952545166
1748521672.0793736,139264,4.989833354949951
1748521699.540138,141312,5.313357353210449
1748521726.742558,143360,5.2602386474609375
1748521754.3546722,145408,5.225337028503418
1748521782.4687932,147456,5.336345672607422
1748521810.5295432,149504,5.793409824371338
1748521838.5769217,151552,5.860624313354492
1748521866.209663,153600,5.754276752471924
1748521893.8621547,155648,5.9621076583862305
1748521921.1926243,157696,5.94779634475708
1748521948.1286297,159744,5.946793556213379
1748521976.1192722,161792,5.835453987121582
1748522003.8832219,163840,5.618991851806641
1748522031.7730932,165888,5.879263877868652
1748522059.675621,167936,5.883634567260742
1748522087.09457,169984,6.289398193359375
1748522114.9677987,172032,5.965434551239014
1748522142.9642317,174080,5.9356160163879395
1748522170.8055637,176128,5.6912007331848145
1748522198.7534256,178176,5.712188720703125
1748522226.5129843,180224,6.398404121398926
1748522254.3194458,182272,6.40807580947876
1748522281.9403665,184320,6.269033908843994
1748522309.6873887,186368,6.858041763305664
1748522337.6441574,188416,7.005145072937012
1748522365.5885983,190464,7.385563373565674
1748522393.545342,192512,7.569890975952148
1748522421.4098434,194560,7.551158905029297
1748522449.3304632,196608,7.399547576904297
1748522477.2065697,198656,7.361018657684326
1748522505.2453816,200704,7.352397918701172
1748522533.226552,202752,7.653782844543457
1748522560.899908,204800,7.773702621459961
1748522588.5050611,206848,7.436804294586182
1748522615.6783118,208896,6.992258071899414
1748522643.4345803,210944,7.1863813400268555
1748522671.3654675,212992,6.8305253982543945
1748522698.8896854,215040,6.687892913818359
1748522726.7319949,217088,6.638005256652832
1748522754.5998375,219136,6.520699501037598
1748522782.6305566,221184,6.440356731414795
1748522810.387552,223232,6.616184234619141
1748522838.0000913,225280,6.050352573394775
1748522866.112801,227328,6.042689800262451
1748522895.537769,229376,6.314340114593506
1748522923.7090032,231424,6.333189964294434
1748522952.0566094,233472,6.817296028137207
1748522980.3359401,235520,6.534881591796875
1748523008.2497804,237568,6.7403950691223145
1748523036.0498896,239616,6.71093225479126
1748523064.386059,241664,6.831784248352051
1748523091.6854563,243712,6.537939071655273
1748523118.9927297,245760,6.633764743804932
1748523146.184242,247808,6.7643513679504395
1748523173.2667673,249856,6.870194911956787
1748523200.4545298,251904,6.919577121734619
1748523227.5343575,253952,6.905474662780762
1748523254.5962775,256000,6.9856696128845215
1748523281.8675745,258048,7.103696823120117
1748523309.3964772,260096,7.207005500793457
1748523336.5912945,262144,7.251383304595947
1748523364.10608,264192,7.0186076164245605
1748523391.3164475,266240,6.992105960845947
1748523418.7380102,268288,6.462054252624512
1748523446.063217,270336,6.401376724243164
1748523473.3924747,272384,6.4859538078308105
1748523500.7945592,274432,6.8593010902404785
1748523527.8785803,276480,6.7234954833984375
1748523555.244375,278528,6.926223278045654
1748523582.424451,280576,6.547001361846924
1748523609.995841,282624,6.221832275390625
1748523637.473584,284672,6.31402587890625
1748523665.0541518,286720,6.570316314697266
1748523692.5259695,288768,6.365096569061279
1748523720.169622,290816,6.443878173828125
1748523747.6369755,292864,6.632657051086426
1748523775.3181813,294912,6.9464111328125
1748523803.352292,296960,7.358325958251953
1748523830.786527,299008,7.685160160064697
1748523858.463609,301056,7.707021713256836
1748523885.762171,303104,7.183732509613037
1748523912.9628236,305152,7.31576681137085
1748523939.4522498,307200,7.435061931610107
1748523967.1960096,309248,7.811666011810303
1748523994.4411743,311296,8.089978218078613
1748524021.6362114,313344,7.74477481842041
1748524048.7409902,315392,8.16999340057373
1748524075.926098,317440,8.036803245544434
1748524103.1322846,319488,8.45291805267334
1748524130.8173664,321536,8.68776798248291
1748524158.0718155,323584,8.495462417602539
1748524185.3759074,325632,8.340109825134277
1748524212.9216487,327680,8.6163330078125
1748524240.2572918,329728,8.935728073120117
1748524267.9142132,331776,8.899951934814453
1748524295.742888,333824,8.95561408996582
1748524323.1186624,335872,8.952814102172852
1748524350.7784476,337920,9.104743003845215
1748524379.469231,339968,9.110224723815918
1748524407.6237156,342016,8.802515029907227
1748524435.4128141,344064,8.437211990356445
1748524463.8890002,346112,7.997368335723877
1748524491.6310532,348160,8.263343811035156
1748524520.069384,350208,8.385275840759277
1748524548.3731618,352256,8.356605529785156
1748524576.329069,354304,8.219268798828125
1748524604.124017,356352,8.126091003417969
1748524632.5180082,358400,8.100608825683594
1748524660.877593,360448,8.373357772827148
1748524688.7635062,362496,8.520740509033203
1748524715.4373355,364544,8.625850677490234
