Wall time,Step,Value
1748521545.1713564,2048,0.06148974969983101
1748521580.806818,4096,-0.33829525113105774
1748521617.5710983,6144,0.3462783396244049
1748521652.1055467,8192,-0.8786939978599548
1748521687.6625726,10240,-0.7963817119598389
1748521722.2189796,12288,-0.7191757559776306
1748521758.295118,14336,-0.6200641989707947
1748521794.793022,16384,-0.5589107275009155
1748521829.647328,18432,-0.47965383529663086
1748521864.1439114,20480,-0.3843194842338562
1748521901.2641973,22528,-0.3737346827983856
1748521936.9856126,24576,-0.7627717852592468
1748521972.002818,26624,-0.65602707862854
1748522008.0413496,28672,-0.6487448811531067
1748522043.619187,30720,-0.5971364974975586
1748522079.3308058,32768,-0.5422176718711853
1748522114.748065,34816,-0.5145058631896973
1748522150.9426427,36864,-0.421886146068573
1748522185.2926667,38912,-0.1915217787027359
1748522220.984158,40960,-0.1075684204697609
1748522255.9757981,43008,0.2591392993927002
1748522292.0610619,45056,0.3864704370498657
1748522329.199134,47104,0.6096706986427307
1748522366.6417072,49152,0.88553786277771
1748522403.1364594,51200,0.8616334795951843
1748522437.8096998,53248,1.919266939163208
1748522473.1454663,55296,2.542551279067993
1748522508.0331304,57344,3.052178144454956
1748522543.115951,59392,4.109218597412109
1748522578.4220967,61440,5.2359209060668945
1748522613.2364602,63488,6.109011650085449
1748522647.873793,65536,6.584183692932129
1748522682.4068336,67584,6.916104793548584
1748522717.231715,69632,7.349280834197998
1748522751.6553595,71680,7.441337585449219
1748522786.5484102,73728,8.221917152404785
1748522821.302369,75776,8.607277870178223
1748522856.4541392,77824,8.918478965759277
1748522891.0490212,79872,8.454858779907227
1748522925.7628932,81920,7.7767133712768555
1748522961.031462,83968,8.114383697509766
1748522995.9393198,86016,8.009037971496582
1748523030.787242,88064,8.368612289428711
1748523065.7167466,90112,8.507166862487793
1748523100.9910648,92160,8.844643592834473
1748523135.8432515,94208,8.577667236328125
1748523170.6168067,96256,8.918557167053223
1748523205.210236,98304,9.322039604187012
1748523240.1611226,100352,9.457598686218262
1748523275.118296,102400,9.11678695678711
1748523310.014012,104448,9.274346351623535
1748523344.7682664,106496,9.017775535583496
1748523377.0660694,108544,9.148188591003418
1748523411.7897015,110592,9.356639862060547
1748523446.670669,112640,9.2924222946167
1748523481.0684905,114688,9.194052696228027
1748523511.7411609,116736,9.326507568359375
1748523544.2828677,118784,9.540621757507324
1748523573.4635236,120832,9.484672546386719
1748523604.8744528,122880,9.053923606872559
1748523638.4119833,124928,9.354249954223633
1748523673.8507767,126976,9.057324409484863
1748523709.468073,129024,8.323126792907715
1748523744.8203278,131072,8.37627124786377
1748523780.4163558,133120,8.220550537109375
1748523815.3265076,135168,8.207914352416992
1748523850.4604206,137216,8.943893432617188
1748523882.018431,139264,8.833863258361816
1748523913.2394109,141312,9.19494915008545
1748523949.4484053,143360,9.176081657409668
1748523981.611147,145408,8.842904090881348
1748524017.813392,147456,8.635055541992188
1748524055.6206465,149504,8.333405494689941
1748524093.1790633,151552,7.824244022369385
1748524130.6131134,153600,7.123424530029297
1748524167.972405,155648,7.425482749938965
1748524206.1540773,157696,7.585747718811035
1748524243.6111178,159744,7.482016563415527
1748524279.040182,161792,8.368618965148926
1748524312.0896792,163840,8.8829345703125
1748524345.4047563,165888,9.472774505615234
1748524380.1497424,167936,10.455060005187988
1748524415.2411602,169984,10.614490509033203
1748524445.67568,172032,10.654727935791016
1748524479.4580872,174080,10.250020027160645
1748524514.5658283,176128,10.508378028869629
1748524549.0549073,178176,10.461443901062012
1748524583.9220934,180224,10.024797439575195
1748524618.994918,182272,9.869216918945312
1748524653.6001453,184320,9.774958610534668
1748524688.8798397,186368,9.982061386108398
1748524723.5741067,188416,9.832331657409668
1748524758.438537,190464,9.664454460144043
1748524793.0838258,192512,9.983436584472656
