Wall time,Step,Value
1748779086.8468387,2048,0.3692862391471863
1748779119.4894989,4096,0.3340562582015991
1748779152.6964877,6144,-0.04579233378171921
1748779188.2470663,8366,-0.2980315387248993
1748779218.6489735,10414,-0.050605349242687225
1748779250.0201945,12462,-0.002647925866767764
1748779283.676863,14709,0.5334159731864929
1748779317.7842171,16908,1.2288141250610352
1748779351.3495553,18956,1.16732919216156
1748779386.4488494,21004,1.2057732343673706
1748779420.6021183,23325,1.4328256845474243
1748779454.9399598,25684,1.8027071952819824
1748779488.7484689,27984,1.858710765838623
1748779523.3857439,30212,2.145327568054199
1748779560.936106,32669,2.5216305255889893
1748779595.8911004,35053,3.536172866821289
1748779629.6028643,37296,3.614240884780884
1748779663.7882836,39642,3.565422534942627
1748779699.504482,42005,3.7195701599121094
1748779735.2395802,44464,3.963683843612671
1748779766.9905958,46555,4.4936394691467285
1748779799.4755595,48741,5.2714433670043945
1748779832.8895152,50963,5.62993860244751
1748779867.3442242,53347,5.621699333190918
1748779901.673919,55441,6.042285919189453
1748779937.3729572,57816,6.764001369476318
1748779972.7455091,60084,6.471164226531982
1748780007.1765556,62284,6.670777797698975
1748780043.9523904,64680,6.64552116394043
1748780077.9646287,66745,6.648617744445801
1748780112.7471182,68916,7.1631245613098145
1748780148.2867367,71140,7.669187068939209
1748780183.2582452,73355,7.537997722625732
1748780225.7899344,76076,7.318691730499268
1748780260.748791,78166,7.4489850997924805
1748780294.697848,80298,7.32743501663208
1748780333.176374,82766,8.133992195129395
1748780369.9548492,85103,8.131714820861816
1748780404.028939,87290,8.127315521240234
1748780442.2800362,89812,7.8270087242126465
1748780478.3816824,92157,7.698470115661621
1748780512.2436082,94329,7.304455757141113
1748780546.0389934,96485,7.789223670959473
1748780579.1339822,98580,8.233085632324219
1748780618.0356395,101143,8.561603546142578
1748780651.9262755,103324,8.392868041992188
1748780687.2341223,105609,8.543401718139648
1748780721.347398,107804,8.393309593200684
1748780758.9498916,110248,8.731057167053223
1748780795.0433145,112649,8.549178123474121
1748780827.9967542,114709,8.814393043518066
1748780864.2292125,117054,8.817683219909668
1748780897.6933813,119203,9.039616584777832
1748780935.1472085,121691,8.921820640563965
1748780968.2180898,123799,8.591176986694336
1748781002.0331151,125969,8.57402229309082
1748781035.4806476,128058,8.538630485534668
1748781069.5439892,130255,8.56163501739502
1748781103.5885923,132427,8.877537727355957
1748781136.5070221,134495,9.049764633178711
1748781175.0801065,137023,8.711396217346191
1748781210.8621285,139356,8.415122985839844
1748781244.4235702,141481,8.43386173248291
1748781279.3187156,143745,8.896902084350586
1748781315.2377553,146066,9.498067855834961
1748781348.9247706,148261,9.502618789672852
1748781384.9677079,150514,9.0357027053833
1748781419.5181394,152658,8.93655776977539
1748781459.4001272,154855,8.310958862304688
1748781495.9093883,157085,8.220200538635254
1748781533.347003,159418,8.231399536132812
1748781569.8999543,161751,7.756448268890381
1748781606.414027,163862,7.257903575897217
1748781645.0736833,166250,6.923008918762207
1748781679.9877224,168444,6.57204008102417
1748781719.3322644,170912,6.208654880523682
1748781753.7098868,173005,6.234288215637207
1748781787.3332808,175070,6.2017083168029785
1748781822.444574,177245,6.052552223205566
1748781858.6871986,179568,6.187533378601074
1748781893.7128608,181743,6.609292030334473
1748781931.9654887,184233,6.747121334075928
1748781965.0828414,186349,6.728847503662109
1748781997.5391886,188498,6.745678901672363
1748782032.2481716,190794,6.835864067077637
1748782065.2570486,192979,7.636763572692871
1748782104.2448401,195652,7.679524898529053
1748782141.670915,197993,7.612971782684326
1748782179.6574938,200355,7.511650085449219
1748782219.7346385,202886,7.279632091522217
1748782253.5171278,204972,7.3083295822143555
1748782289.0356557,207183,7.197573184967041
1748782326.9678621,209597,6.676663398742676
1748782363.4248567,211850,6.472121238708496
1748782397.647754,213918,6.861664772033691
1748782432.8035128,216132,7.583759307861328
1748782468.237981,218313,7.539880275726318
1748782503.948919,220465,8.297432899475098
1748782541.1085074,222703,8.69551944732666
1748782578.7951307,224994,8.748701095581055
1748782614.831225,227164,9.496888160705566
1748782655.062765,229699,10.122452735900879
1748782690.7068455,231885,10.491996765136719
1748782725.9889665,234036,10.138887405395508
1748782759.612393,236086,10.127325057983398
1748782793.4839501,238281,10.384235382080078
1748782830.11321,240459,10.72140884399414
1748782867.039514,242721,10.87545394897461
1748782904.981761,244948,10.926894187927246
1748782942.087285,247166,10.635293960571289
1748782973.6218903,249218,10.657395362854004
1748783007.5256891,251427,10.096060752868652
1748783047.616,253901,9.978310585021973
1748783083.8187027,256195,10.233641624450684
1748783118.0881636,258330,9.686954498291016
1748783152.9425395,260543,9.653889656066895
1748783186.047116,262667,9.896427154541016
1748783219.0025556,264808,9.993987083435059
1748783253.1253939,267057,10.00130844116211
1748783285.5743046,269162,9.972726821899414
1748783318.869493,271339,10.116661071777344
1748783353.4448001,273613,10.093694686889648
1748783389.3647819,275996,9.91197395324707
1748783426.301328,278465,9.88012409210205
1748783467.9798694,281346,9.791465759277344
1748783500.9201877,283483,9.55315113067627
1748783533.2279067,285583,9.46572494506836
1748783565.2426856,287656,9.71731948852539
1748783598.7316678,289824,9.659296035766602
1748783631.9559238,291976,10.09846305847168
1748783663.785563,294061,10.077383041381836
1748783695.7966156,296137,10.307230949401855
1748783732.0927372,298559,10.261529922485352
1748783769.510039,301048,10.214211463928223
1748783805.143862,303407,10.106178283691406
1748783842.6098795,305932,10.11526870727539
1748783875.3084736,308036,10.018634796142578
1748783908.9584982,310220,9.782171249389648
1748783941.7852821,312367,9.73802661895752
1748783979.4681795,314943,9.824172973632812
1748784015.3964984,317326,9.94944953918457
1748784049.3137455,319533,9.77011775970459
