Wall time,Step,Value
1748606982.8842816,2048,512.0
1748607015.763727,4096,512.0
1748607047.864417,6144,512.0
1748607079.7910254,8192,455.6470642089844
1748607111.4522634,10240,446.7272644042969
1748607143.334042,12288,456.76922607421875
1748607175.0325863,14336,464.1333312988281
1748607206.9503036,16384,469.76470947265625
1748607239.1145067,18432,464.8974304199219
1748607271.0450156,20480,469.2790832519531
1748607303.1757934,22528,472.9148864746094
1748607334.9131684,24576,467.5384521484375
1748607366.870295,26624,461.122802734375
1748607398.9971678,28672,452.8730163574219
1748607431.026755,30720,444.76470947265625
1748607462.941115,32768,446.8904113769531
1748607494.6324244,34816,450.2727355957031
1748607526.3343942,36864,451.08642578125
1748607558.1312013,38912,452.5882263183594
1748607590.4015558,40960,437.2688293457031
1748607622.2732844,43008,434.2020263671875
1748607653.9130905,45056,427.1600036621094
1748607685.49247,47104,425.4200134277344
1748607717.0729074,49152,415.8800048828125
1748607748.8612895,51200,425.67999267578125
1748607780.6001282,53248,421.3399963378906
1748607812.4515085,55296,421.3399963378906
1748607844.4798598,57344,421.3399963378906
1748607876.3053653,59392,418.6099853515625
1748607908.1414027,61440,422.6199951171875
1748607940.056956,63488,413.8299865722656
1748607971.6139321,65536,418.5799865722656
1748608003.324657,67584,423.010009765625
1748608035.1572893,69632,424.1099853515625
1748608067.103088,71680,429.4200134277344
1748608098.762132,73728,433.42999267578125
1748608130.6773572,75776,439.70001220703125
1748608162.3610408,77824,428.7300109863281
1748608194.7843554,79872,427.80999755859375
1748608226.6864023,81920,426.1300048828125
1748608258.425663,83968,433.4100036621094
1748608289.740329,86016,438.6400146484375
1748608321.3437414,88064,442.07000732421875
1748608353.2717798,90112,445.94000244140625
1748608385.24651,92160,445.94000244140625
1748608417.0196111,94208,450.75
1748608448.6677768,96256,450.75
1748608480.1813643,98304,455.30999755859375
1748608512.5715075,100352,459.6499938964844
1748608544.9867501,102400,458.19000244140625
1748608577.4860492,104448,455.20001220703125
1748608609.5745177,106496,454.7699890136719
1748608642.0364852,108544,452.7099914550781
1748608674.634284,110592,447.1700134277344
1748608706.9540813,112640,443.8299865722656
1748608739.1804721,114688,437.3699951171875
1748608771.580274,116736,437.8800048828125
1748608804.1698565,118784,425.6300048828125
1748608836.4847484,120832,422.6000061035156
1748608869.0202613,122880,415.25
1748608901.6174266,124928,411.7799987792969
1748608933.690112,126976,411.7799987792969
1748608966.2246003,129024,411.7799987792969
1748608998.4560769,131072,413.5299987792969
